Arrival_Date,State,District,Market,Commodity,Variety,Min_Price,Max_Price,Modal_Price
7/31/2024,Karnataka,Mysuru,Kolkata Market,Onion,grade a,2763,3488,3107
12/3/2019,Tamil Nadu,Kolkata,Ludhiana Market,Rice,,2607,2945,
12/31/2020,Rajasthan,Mysuru,Jaipur Mandi,Wheat,,2838,3549,2946
18/09/2020,Punjab,Lucknow,Mysuru Yard,Rice,Hybrid,2829,3074,
26/02/2020,Maharashtra,Patna,Kolkata Market,Wheat,FAQ,1027,1158,1064
1/2/2018,West Bengal,Lucknow,Mysuru Yard,Wheat,Premium,1828,2301,1829
17/03/2019,Maharashtra,Coimbatore,Lucknow Mandi,Wheat,FAQ,1139,1586,1191
29-09-2022,Bihar,Pune,Coimbatore Mandi,Rice,Grade A,1462,2062,1739
20/10/2019,Bihar,Kolkata,Kolkata Market,Soyabean,Grade A,1354,1578,
2/5/2024,Punjab,Kolkata,Coimbatore Mandi,Soyabean,Local,2035,2261,
17-05-2019,Rajasthan,Coimbatore,Jaipur Mandi,Rice,Hybrid,1324,2095,1784
30/12/2018,Tamil Nadu,Pune,Patna Bazaar,Cotton,grade a,1723,2157,
24-12-2021,Punjab,Coimbatore,Kolkata Market,Rice,grade a,2146,2665,2185
1/18/2019,West Bengal,Patna,Kolkata Market,Maize,FAQ,2560,3218,
20-01-2018,Bihar,Jaipur,Jaipur Mandi,Potato,Premium,1094,1611,
14-10-2022,West Bengal,Jaipur,Jaipur Mandi,Tomato,FAQ,1887,2190,1906
12/30/2022,Punjab,Lucknow,Coimbatore Mandi,Tomato,Premium,2996,3145,
15-03-2021,Tamil Nadu,Patna,Lucknow Mandi,Cotton,,2897,3212,3043
12/27/2018,Uttar Pradesh,Coimbatore,Ludhiana Market,Tomato,FAQ,2570,2772,2575
10/15/2020,Maharashtra,Lucknow,Lucknow Mandi,Potato,Grade A,2598,3301,
28/06/2023,Punjab,Jaipur,Ludhiana Market,Soyabean,grade a,1085,1433,1386
3/19/2020,Rajasthan,Patna,Jaipur Mandi,Maize,grade a,1192,1976,1404
22/03/2020,West Bengal,Lucknow,Ludhiana Market,Onion,Standard,1557,2335,
30-01-2018,Bihar,Mysuru,Coimbatore Mandi,Rice,Premium,2086,2671,2583
7/1/2018,Maharashtra,Jaipur,Jaipur Mandi,Cotton,FAQ,1844,2418,
15-02-2018,Karnataka,Lucknow,Lucknow Mandi,Onion,Local,2585,3227,2889
4/10/2021,Punjab,Coimbatore,Ludhiana Market,Rice,Hybrid,2225,2429,2364
29/09/2018,Karnataka,Lucknow,Kolkata Market,Wheat,Standard,1939,2299,1988
1/10/2019,West Bengal,Ludhiana,Jaipur Mandi,Cotton,FAQ,2946,3472,3117
16-08-2020,Karnataka,Kolkata,Mysuru Yard,Tomato,grade a,1585,1798,
3/25/2022,Rajasthan,Jaipur,Coimbatore Mandi,Onion,Local,2130,2525,2167
20-11-2023,Uttar Pradesh,Jaipur,Ludhiana Market,Potato,grade a,2044,2295,2295
3/9/2024,Bihar,Coimbatore,APMC Pune,Wheat,Grade A,2898,3422,3405
5/28/2019,Punjab,Pune,Lucknow Mandi,Rice,grade a,1892,2287,2267
2/11/2022,Uttar Pradesh,Jaipur,Lucknow Mandi,Cotton,Premium,1634,2160,1772
9/3/2019,West Bengal,Jaipur,Jaipur Mandi,Rice,Premium,1338,1624,1404
17-06-2024,Bihar,Jaipur,Mysuru Yard,Onion,,809,1429,
5/2/2018,Karnataka,Pune,Jaipur Mandi,Tomato,grade a,2633,3141,3005
24/06/2020,Maharashtra,Kolkata,Mysuru Yard,Wheat,grade a,1890,2138,
21/09/2021,Bihar,Pune,Jaipur Mandi,Maize,Grade A,1320,1536,
15-02-2024,Rajasthan,Mysuru,Patna Bazaar,Rice,Premium,2618,2978,2664
22-06-2019,West Bengal,Mysuru,Mysuru Yard,Maize,Hybrid,2553,2680,2593
10/22/2022,Maharashtra,Jaipur,Coimbatore Mandi,Rice,Standard,2550,2770,
7/2/2020,Tamil Nadu,Patna,Jaipur Mandi,Maize,Standard,2408,3072,2557
28/08/2023,Tamil Nadu,Jaipur,Coimbatore Mandi,Potato,Standard,1498,2144,
1/9/2022,Uttar Pradesh,Kolkata,Coimbatore Mandi,Potato,Standard,1923,2369,1942
3/23/2020,Rajasthan,Ludhiana,Ludhiana Market,Rice,,1347,1905,
27-07-2020,Bihar,Patna,Coimbatore Mandi,Soyabean,,933,1728,1651
11/27/2019,Karnataka,Pune,Lucknow Mandi,Maize,FAQ,1081,1830,1092
23-03-2022,Uttar Pradesh,Mysuru,Patna Bazaar,Soyabean,Standard,2793,3433,
16/01/2023,Uttar Pradesh,Kolkata,Ludhiana Market,Onion,FAQ,2271,2827,2543
30-06-2022,Rajasthan,Kolkata,APMC Pune,Cotton,grade a,2624,2989,2914
10/20/2021,Bihar,Coimbatore,Patna Bazaar,Tomato,FAQ,1292,1521,1365
18-09-2020,Punjab,Patna,Ludhiana Market,Cotton,Hybrid,2672,3259,3212
18-03-2020,Tamil Nadu,Jaipur,Ludhiana Market,Wheat,grade a,1735,1891,1865
5/7/2024,Bihar,Pune,Kolkata Market,Potato,grade a,1850,2329,2271
27-02-2023,Karnataka,Patna,Lucknow Mandi,Soyabean,FAQ,1838,2439,
9/4/2022,Maharashtra,Mysuru,APMC Pune,Cotton,Grade A,2952,3535,3446
1/6/2018,Uttar Pradesh,Ludhiana,Coimbatore Mandi,Potato,Standard,2597,2736,
4/1/2023,Rajasthan,Kolkata,Kolkata Market,Rice,Grade A,2839,3603,
1/9/2018,Maharashtra,Patna,APMC Pune,Soyabean,Premium,1514,2092,1641
5/28/2019,Rajasthan,Jaipur,Lucknow Mandi,Wheat,,1462,1832,1621
7/1/2021,Maharashtra,Jaipur,APMC Pune,Onion,FAQ,1767,2322,
2/14/2019,Punjab,Pune,Coimbatore Mandi,Maize,Local,2109,2872,2541
28-09-2021,West Bengal,Kolkata,Patna Bazaar,Soyabean,,1858,2021,1934
4/12/2020,Tamil Nadu,Jaipur,Jaipur Mandi,Potato,Premium,2667,2848,
11/13/2022,Punjab,Lucknow,APMC Pune,Onion,FAQ,973,1633,1432
25/01/2024,Karnataka,Kolkata,Kolkata Market,Rice,FAQ,1947,2659,2208
9/10/2022,Tamil Nadu,Jaipur,Lucknow Mandi,Maize,Premium,905,1175,
4/1/2018,Tamil Nadu,Pune,Mysuru Yard,Cotton,Premium,1703,2266,1967
16-03-2023,Uttar Pradesh,Pune,APMC Pune,Onion,Standard,2629,2896,2824
24-05-2023,Maharashtra,Jaipur,Coimbatore Mandi,Onion,FAQ,999,1448,1269
23/12/2023,West Bengal,Mysuru,Coimbatore Mandi,Soyabean,Grade A,1409,2016,
11/8/2021,Tamil Nadu,Jaipur,Patna Bazaar,Rice,grade a,1260,1600,
4/3/2024,Maharashtra,Jaipur,Ludhiana Market,Onion,,1251,1623,1472
23/05/2021,Punjab,Pune,Patna Bazaar,Potato,Grade A,2126,2724,
11/7/2023,Punjab,Pune,Coimbatore Mandi,Tomato,Standard,1229,1388,1267
26-05-2020,Maharashtra,Mysuru,Coimbatore Mandi,Wheat,Hybrid,2060,2357,2332
28/08/2018,Tamil Nadu,Pune,Mysuru Yard,Onion,FAQ,1063,1325,1280
27/07/2019,Uttar Pradesh,Mysuru,APMC Pune,Soyabean,Grade A,2580,2756,2637
11/12/2020,Bihar,Patna,Jaipur Mandi,Tomato,Local,1879,2649,2394
3/17/2023,Uttar Pradesh,Coimbatore,Lucknow Mandi,Wheat,Grade A,1505,2295,
10/27/2019,West Bengal,Coimbatore,Lucknow Mandi,Tomato,Premium,2504,2911,2575
1/12/2023,Punjab,Patna,Patna Bazaar,Onion,Grade A,1080,1461,
21-01-2023,Rajasthan,Patna,Ludhiana Market,Wheat,,897,1539,
31-01-2020,Uttar Pradesh,Pune,Jaipur Mandi,Maize,Local,1186,1880,1620
3/9/2020,Tamil Nadu,Jaipur,Lucknow Mandi,Tomato,Hybrid,2497,3035,2900
11/1/2021,West Bengal,Coimbatore,Lucknow Mandi,Onion,grade a,1183,1563,1532
8/12/2022,West Bengal,Jaipur,APMC Pune,Potato,grade a,1887,2007,1909
10/11/2022,Karnataka,Patna,Lucknow Mandi,Wheat,Grade A,1054,1160,
6/18/2021,Tamil Nadu,Ludhiana,Mysuru Yard,Potato,Premium,1451,1973,1769
1/16/2018,Karnataka,Kolkata,APMC Pune,Wheat,Grade A,2389,2706,
6/26/2023,Karnataka,Patna,Mysuru Yard,Onion,FAQ,2606,3031,2615
25/09/2024,West Bengal,Kolkata,Kolkata Market,Potato,Hybrid,1887,2409,1919
2/2/2024,Bihar,Coimbatore,Lucknow Mandi,Rice,grade a,2726,3243,2777
19/12/2021,Karnataka,Lucknow,Lucknow Mandi,Maize,FAQ,945,1710,
4/5/2019,Bihar,Patna,Jaipur Mandi,Rice,FAQ,1023,1469,1346
29-04-2020,Bihar,Patna,Patna Bazaar,Tomato,FAQ,1976,2745,2168
24/05/2024,Bihar,Kolkata,Mysuru Yard,Wheat,Hybrid,987,1442,1022
12/27/2019,Punjab,Kolkata,Patna Bazaar,Cotton,grade a,1294,1703,1622
3/12/2020,Karnataka,Mysuru,APMC Pune,Tomato,Local,2177,2804,2278
4/27/2018,Tamil Nadu,Mysuru,Ludhiana Market,Wheat,grade a,2702,3489,2725
12/7/2023,Tamil Nadu,Jaipur,APMC Pune,Rice,Hybrid,1588,2320,1804
19/03/2023,Uttar Pradesh,Coimbatore,Kolkata Market,Onion,Local,2902,3342,2919
31-01-2018,Karnataka,Patna,Jaipur Mandi,Rice,Local,2512,3141,
27-06-2022,West Bengal,Kolkata,Lucknow Mandi,Tomato,grade a,1683,1881,
26-08-2023,Uttar Pradesh,Lucknow,Patna Bazaar,Rice,,2579,3161,2768
1/12/2021,Punjab,Jaipur,Patna Bazaar,Cotton,,1825,2463,1886
10/10/2024,Karnataka,Coimbatore,Ludhiana Market,Cotton,Hybrid,2553,2685,2681
19/07/2020,Karnataka,Lucknow,Lucknow Mandi,Tomato,Standard,1858,2214,
9/3/2021,Rajasthan,Kolkata,Patna Bazaar,Soyabean,Premium,1853,2273,
6/1/2021,Uttar Pradesh,Patna,Coimbatore Mandi,Tomato,FAQ,2074,2723,2551
9/25/2023,Tamil Nadu,Kolkata,Mysuru Yard,Cotton,FAQ,1511,1887,
5/12/2020,Rajasthan,Mysuru,Ludhiana Market,Onion,grade a,2066,2750,2357
7/9/2022,Tamil Nadu,Kolkata,Lucknow Mandi,Rice,Local,2757,3306,2960
14-07-2020,Bihar,Patna,Patna Bazaar,Potato,grade a,2739,3515,3444
7/26/2021,Maharashtra,Mysuru,Lucknow Mandi,Tomato,Premium,2790,3538,2894
16-03-2024,Maharashtra,Patna,Patna Bazaar,Cotton,Premium,2352,2626,
9/2/2021,Uttar Pradesh,Coimbatore,Ludhiana Market,Cotton,Standard,2950,3300,3100
13/09/2018,Tamil Nadu,Coimbatore,APMC Pune,Cotton,,1712,2209,
10/29/2022,Karnataka,Mysuru,Patna Bazaar,Wheat,,1921,2250,
8/11/2020,Punjab,Jaipur,Mysuru Yard,Potato,FAQ,1356,1971,
13-01-2018,Maharashtra,Patna,Coimbatore Mandi,Maize,,1577,2073,1975
20/03/2023,Bihar,Pune,Jaipur Mandi,Rice,,1196,1527,1313
26/07/2024,Rajasthan,Kolkata,Lucknow Mandi,Onion,Hybrid,1250,1427,1279
25-03-2023,West Bengal,Ludhiana,Patna Bazaar,Soyabean,,2313,2776,2776
7/7/2018,Rajasthan,Patna,Lucknow Mandi,Maize,Premium,1240,1377,1270
6/8/2019,Bihar,Mysuru,APMC Pune,Cotton,,1398,1641,
10/11/2020,Karnataka,Jaipur,Coimbatore Mandi,Onion,Premium,2403,3098,2775
27/04/2018,Maharashtra,Mysuru,Coimbatore Mandi,Soyabean,Hybrid,898,1046,973
4/3/2024,Rajasthan,Ludhiana,Mysuru Yard,Cotton,Local,955,1149,
3/16/2022,Tamil Nadu,Lucknow,Kolkata Market,Soyabean,Hybrid,1747,1951,1769
8/8/2020,Maharashtra,Patna,Jaipur Mandi,Cotton,Standard,1445,2163,
23/11/2018,Maharashtra,Jaipur,Ludhiana Market,Maize,,1979,2305,2194
30-10-2021,Bihar,Lucknow,Mysuru Yard,Potato,grade a,2980,3547,3500
9/1/2024,Maharashtra,Ludhiana,APMC Pune,Onion,grade a,1379,2072,1804
17/08/2018,West Bengal,Ludhiana,Coimbatore Mandi,Soyabean,Standard,2847,3179,
8/3/2023,Punjab,Pune,Ludhiana Market,Rice,grade a,809,1571,1571
26/12/2023,Tamil Nadu,Pune,Lucknow Mandi,Rice,FAQ,1854,2031,1900
8/8/2019,West Bengal,Ludhiana,Lucknow Mandi,Soyabean,FAQ,2447,2813,2807
17/01/2022,Karnataka,Pune,Mysuru Yard,Tomato,,2328,3044,2752
15-05-2020,Tamil Nadu,Mysuru,Coimbatore Mandi,Maize,Premium,2699,3146,3002
16/03/2023,Uttar Pradesh,Jaipur,Patna Bazaar,Soyabean,Grade A,1512,2075,
22-05-2023,Tamil Nadu,Pune,Jaipur Mandi,Tomato,Grade A,1390,1977,1886
8/2/2019,Maharashtra,Ludhiana,Lucknow Mandi,Tomato,Standard,1279,1790,1504
29-09-2022,Punjab,Lucknow,Patna Bazaar,Wheat,,1620,1929,1678
18/03/2024,Punjab,Kolkata,Coimbatore Mandi,Wheat,Standard,1831,2022,1977
16/01/2021,Punjab,Patna,APMC Pune,Potato,Grade A,2833,3481,2930
10/28/2018,Maharashtra,Lucknow,Mysuru Yard,Maize,Grade A,1486,2127,
1/4/2020,Bihar,Ludhiana,Kolkata Market,Wheat,,1284,1817,
3/3/2019,Karnataka,Mysuru,Jaipur Mandi,Onion,Hybrid,1925,2147,2093
2/27/2019,Maharashtra,Kolkata,Coimbatore Mandi,Tomato,Local,2969,3300,3124
15/06/2020,West Bengal,Jaipur,Kolkata Market,Potato,Grade A,1613,1993,
9/1/2020,Punjab,Jaipur,Ludhiana Market,Maize,Premium,1575,1691,1588
8/7/2022,Karnataka,Kolkata,Jaipur Mandi,Potato,,1720,2476,
2/3/2024,West Bengal,Kolkata,Kolkata Market,Soyabean,Local,2297,2527,2527
11/21/2020,Punjab,Ludhiana,Patna Bazaar,Maize,Grade A,1384,2061,1804
11/8/2020,Rajasthan,Ludhiana,Coimbatore Mandi,Potato,Hybrid,872,1609,1179
23/02/2018,Punjab,Ludhiana,Mysuru Yard,Tomato,grade a,2954,3523,3436
4/8/2020,Uttar Pradesh,Patna,Patna Bazaar,Soyabean,Hybrid,1608,2389,1836
2/5/2023,Uttar Pradesh,Patna,Patna Bazaar,Cotton,Premium,947,1350,
1/4/2023,West Bengal,Ludhiana,Lucknow Mandi,Onion,Standard,1783,2182,
2/7/2021,Maharashtra,Lucknow,Jaipur Mandi,Rice,Local,2637,2824,2760
21-06-2023,West Bengal,Jaipur,Coimbatore Mandi,Rice,Grade A,2264,2528,2403
11/14/2018,Uttar Pradesh,Patna,Patna Bazaar,Wheat,Premium,2371,3093,2909
28/09/2019,Rajasthan,Coimbatore,Jaipur Mandi,Wheat,FAQ,2847,3405,
17-04-2021,Tamil Nadu,Kolkata,Jaipur Mandi,Onion,FAQ,1938,2733,1947
7/6/2019,Maharashtra,Ludhiana,Coimbatore Mandi,Soyabean,FAQ,2145,2736,2545
1/17/2023,Bihar,Mysuru,Ludhiana Market,Onion,Standard,2692,3218,2952
7/4/2023,Karnataka,Mysuru,Jaipur Mandi,Rice,grade a,959,1735,1107
10/9/2018,Bihar,Pune,Kolkata Market,Wheat,Grade A,2763,2869,2764
2/11/2019,Punjab,Coimbatore,APMC Pune,Soyabean,FAQ,2351,2944,2895
11/10/2018,Punjab,Lucknow,Jaipur Mandi,Tomato,grade a,1538,1831,1780
28/12/2023,Tamil Nadu,Ludhiana,Patna Bazaar,Soyabean,,1176,1288,1243
6/12/2018,Tamil Nadu,Mysuru,Ludhiana Market,Wheat,Premium,2811,3276,3078
11/5/2024,Uttar Pradesh,Coimbatore,Ludhiana Market,Cotton,grade a,1043,1240,
27-04-2022,Karnataka,Pune,Coimbatore Mandi,Cotton,Premium,2270,2414,2297
6/11/2018,West Bengal,Lucknow,Mysuru Yard,Potato,Standard,1264,1658,1585
28-08-2021,Maharashtra,Jaipur,Mysuru Yard,Onion,Local,2663,3100,2963
5/14/2022,Rajasthan,Ludhiana,Coimbatore Mandi,Soyabean,Grade A,2452,2966,2744
8/28/2019,Karnataka,Coimbatore,Mysuru Yard,Onion,FAQ,2463,2801,
5/11/2022,Rajasthan,Jaipur,APMC Pune,Potato,Hybrid,2132,2631,2481
18/10/2022,Tamil Nadu,Kolkata,Lucknow Mandi,Tomato,FAQ,951,1242,1132
9/18/2021,Uttar Pradesh,Lucknow,Patna Bazaar,Wheat,grade a,2197,2620,
12/4/2023,West Bengal,Mysuru,Lucknow Mandi,Maize,Premium,2075,2175,
6/26/2020,Tamil Nadu,Jaipur,Jaipur Mandi,Soyabean,,1268,1666,1560
30-06-2019,Punjab,Kolkata,Jaipur Mandi,Soyabean,,1012,1442,
13/02/2023,Punjab,Kolkata,Lucknow Mandi,Potato,Local,2558,3024,
19-06-2022,Uttar Pradesh,Jaipur,APMC Pune,Soyabean,grade a,2371,2957,
5/6/2024,Punjab,Pune,Ludhiana Market,Rice,,849,961,
2/6/2022,Punjab,Mysuru,Coimbatore Mandi,Tomato,FAQ,2291,2913,
30-12-2018,Maharashtra,Mysuru,Kolkata Market,Onion,FAQ,2286,2815,2348
12/7/2018,Karnataka,Mysuru,APMC Pune,Onion,FAQ,1845,2205,2086
6/1/2023,West Bengal,Mysuru,APMC Pune,Maize,Local,922,1430,1171
9/30/2021,Punjab,Kolkata,Mysuru Yard,Tomato,Standard,1759,2549,
9/29/2020,Uttar Pradesh,Jaipur,Jaipur Mandi,Potato,Standard,1507,2270,1993
10/29/2018,Rajasthan,Patna,Mysuru Yard,Wheat,FAQ,1284,1467,1335
20/04/2020,Uttar Pradesh,Jaipur,Ludhiana Market,Potato,grade a,2189,2521,
9/2/2021,Karnataka,Patna,Ludhiana Market,Rice,,2666,3449,3065
3/29/2024,Karnataka,Kolkata,Mysuru Yard,Tomato,Grade A,1969,2545,2512
9/9/2021,Bihar,Ludhiana,Kolkata Market,Maize,Grade A,1943,2506,
9/2/2021,Bihar,Coimbatore,Coimbatore Mandi,Tomato,Premium,1601,2267,
4/7/2024,Bihar,Jaipur,APMC Pune,Maize,grade a,908,1140,909
17-11-2021,Karnataka,Pune,Kolkata Market,Tomato,grade a,2449,3013,2874
26-07-2023,West Bengal,Coimbatore,APMC Pune,Maize,FAQ,2560,2821,2583
16/04/2024,Karnataka,Jaipur,Lucknow Mandi,Onion,Grade A,2006,2655,2243
7/6/2020,Uttar Pradesh,Jaipur,Coimbatore Mandi,Cotton,Hybrid,995,1642,
11/10/2023,Tamil Nadu,Lucknow,Jaipur Mandi,Tomato,Premium,1411,1813,1580
1/21/2020,Maharashtra,Patna,Patna Bazaar,Rice,Local,2452,2599,
17/01/2018,Punjab,Jaipur,Coimbatore Mandi,Rice,,1413,1807,
10/2/2020,Tamil Nadu,Coimbatore,Coimbatore Mandi,Cotton,Premium,862,1019,871
26-01-2020,Bihar,Mysuru,Coimbatore Mandi,Soyabean,Local,2983,3097,3048
3/28/2022,Bihar,Lucknow,Coimbatore Mandi,Rice,Premium,2687,3246,
30-01-2018,Maharashtra,Ludhiana,Mysuru Yard,Potato,Premium,964,1317,1125
4/9/2018,Rajasthan,Patna,Patna Bazaar,Wheat,Standard,1082,1388,1288
4/8/2021,Punjab,Kolkata,Kolkata Market,Wheat,Hybrid,868,1367,971
19/08/2023,Bihar,Ludhiana,Kolkata Market,Maize,Standard,2473,2892,
8/24/2021,Tamil Nadu,Ludhiana,Coimbatore Mandi,Soyabean,Standard,2901,3206,
26-06-2022,Uttar Pradesh,Lucknow,Ludhiana Market,Tomato,Premium,1074,1463,1226
5/22/2018,Maharashtra,Patna,APMC Pune,Rice,FAQ,2756,2938,2805
2/21/2021,West Bengal,Ludhiana,Patna Bazaar,Rice,grade a,2293,2598,
27/10/2021,Rajasthan,Pune,Mysuru Yard,Tomato,,2256,2391,2363
6/3/2020,Uttar Pradesh,Kolkata,Patna Bazaar,Wheat,,1424,1929,
29-06-2021,Maharashtra,Patna,Patna Bazaar,Onion,Local,2034,2262,2229
1/8/2023,West Bengal,Ludhiana,Lucknow Mandi,Soyabean,Grade A,1513,1934,1829
3/12/2020,Maharashtra,Jaipur,Jaipur Mandi,Onion,Premium,1268,2065,2006
17/03/2019,West Bengal,Ludhiana,Kolkata Market,Onion,Local,2752,2964,2955
26/01/2018,Maharashtra,Patna,Coimbatore Mandi,Rice,FAQ,2936,3543,3172
17/04/2020,Uttar Pradesh,Coimbatore,APMC Pune,Cotton,Standard,2416,2801,2554
13-06-2018,Punjab,Patna,Patna Bazaar,Tomato,Hybrid,1384,1537,1528
21-04-2023,West Bengal,Ludhiana,APMC Pune,Potato,Grade A,2214,2392,2214
23-03-2019,Uttar Pradesh,Coimbatore,Mysuru Yard,Wheat,Local,2460,3256,3153
5/10/2021,Bihar,Lucknow,Ludhiana Market,Rice,FAQ,1540,1765,1621
11/10/2019,Uttar Pradesh,Lucknow,Mysuru Yard,Onion,Hybrid,1398,2100,1580
28/09/2022,Bihar,Pune,Jaipur Mandi,Maize,Hybrid,2608,3097,2674
5/1/2022,Punjab,Jaipur,Patna Bazaar,Onion,Premium,1373,1829,1704
17-05-2022,Uttar Pradesh,Ludhiana,APMC Pune,Soyabean,Local,855,1175,1011
25/04/2022,Maharashtra,Patna,APMC Pune,Soyabean,FAQ,1840,2147,
4/6/2018,Bihar,Lucknow,APMC Pune,Wheat,Standard,2454,2825,2760
28/12/2023,Bihar,Ludhiana,Patna Bazaar,Potato,Hybrid,2998,3752,
9/8/2020,Karnataka,Patna,Mysuru Yard,Rice,FAQ,1841,2205,2129
8/11/2020,West Bengal,Jaipur,Ludhiana Market,Onion,grade a,1393,2108,
27/06/2020,Tamil Nadu,Ludhiana,Ludhiana Market,Cotton,FAQ,2657,3413,3394
3/26/2018,Bihar,Pune,APMC Pune,Rice,,1871,2536,2126
19-06-2020,Punjab,Mysuru,Kolkata Market,Soyabean,Grade A,1863,2251,2174
11/20/2021,Karnataka,Ludhiana,Coimbatore Mandi,Tomato,Premium,1827,2504,
2/8/2018,Tamil Nadu,Coimbatore,Mysuru Yard,Tomato,Standard,2444,2836,2826
10/14/2021,Karnataka,Coimbatore,Patna Bazaar,Onion,,1256,2017,1993
15/03/2019,Maharashtra,Mysuru,Coimbatore Mandi,Wheat,Standard,1262,1723,1366
16-10-2022,West Bengal,Patna,Jaipur Mandi,Soyabean,Standard,860,1590,
29-04-2018,Maharashtra,Mysuru,Patna Bazaar,Onion,grade a,1855,2285,
8/2/2021,Bihar,Ludhiana,APMC Pune,Maize,grade a,1008,1551,1406
8/4/2019,Karnataka,Jaipur,Coimbatore Mandi,Wheat,Premium,1930,2063,2024
10/8/2018,Maharashtra,Pune,Lucknow Mandi,Wheat,Local,924,1270,1094
13/10/2019,Karnataka,Ludhiana,Kolkata Market,Rice,,2396,2956,2930
2/3/2019,West Bengal,Coimbatore,Jaipur Mandi,Tomato,Hybrid,2834,3369,
5/17/2024,Uttar Pradesh,Ludhiana,Kolkata Market,Maize,Local,2543,3248,
2/8/2023,Karnataka,Ludhiana,Jaipur Mandi,Cotton,Local,2199,2602,
3/6/2018,Tamil Nadu,Kolkata,Kolkata Market,Onion,Standard,995,1576,1347
28-09-2021,Uttar Pradesh,Pune,Coimbatore Mandi,Onion,FAQ,1363,1606,1459
20-10-2019,Tamil Nadu,Ludhiana,Patna Bazaar,Onion,,1257,1639,1546
3/9/2018,Karnataka,Mysuru,Jaipur Mandi,Maize,Grade A,1293,1922,1471
28-05-2021,Karnataka,Ludhiana,Mysuru Yard,Tomato,Grade A,2750,3151,2762
16/12/2022,Rajasthan,Lucknow,Jaipur Mandi,Cotton,Hybrid,2713,3302,
5/26/2018,Rajasthan,Pune,APMC Pune,Maize,Local,1383,2003,
19/05/2021,Punjab,Kolkata,Lucknow Mandi,Soyabean,Premium,1875,2305,1882
1/9/2018,Punjab,Ludhiana,Patna Bazaar,Wheat,,1395,2098,
10/26/2020,West Bengal,Mysuru,Lucknow Mandi,Rice,grade a,1664,1786,1672
1/1/2023,Punjab,Kolkata,Lucknow Mandi,Rice,Local,1845,2354,1931
12/25/2020,Tamil Nadu,Jaipur,Mysuru Yard,Potato,Grade A,2512,2797,2644
1/23/2018,Punjab,Kolkata,Mysuru Yard,Tomato,Premium,2090,2837,2446
8/15/2024,Maharashtra,Coimbatore,Kolkata Market,Tomato,Standard,1126,1435,1221
7/8/2020,Maharashtra,Pune,Kolkata Market,Tomato,Local,1299,1470,
10/10/2018,Maharashtra,Jaipur,Patna Bazaar,Onion,Grade A,2225,2513,
3/20/2019,Punjab,Patna,Patna Bazaar,Wheat,Premium,2394,3055,2496
10/6/2020,West Bengal,Pune,Coimbatore Mandi,Onion,,1458,2133,1465
11/6/2018,Punjab,Coimbatore,Coimbatore Mandi,Cotton,Premium,2490,2810,2663
6/1/2024,West Bengal,Lucknow,Jaipur Mandi,Tomato,FAQ,1157,1666,
10/28/2018,Tamil Nadu,Mysuru,Kolkata Market,Rice,Local,1741,2482,1796
7/14/2023,Tamil Nadu,Pune,Coimbatore Mandi,Soyabean,Grade A,2393,3075,2831
4/1/2022,Tamil Nadu,Jaipur,Patna Bazaar,Maize,Hybrid,2730,3521,3519
25/04/2021,Bihar,Coimbatore,Ludhiana Market,Maize,FAQ,1291,1494,1352
7/8/2023,Maharashtra,Jaipur,Jaipur Mandi,Tomato,Standard,1377,2138,
7/11/2019,Tamil Nadu,Mysuru,Ludhiana Market,Tomato,,804,1488,832
15/04/2022,Rajasthan,Ludhiana,Kolkata Market,Cotton,FAQ,1654,2131,
28/04/2021,Uttar Pradesh,Mysuru,Kolkata Market,Soyabean,FAQ,1384,1847,1536
19/12/2021,Karnataka,Jaipur,APMC Pune,Tomato,grade a,1219,1491,1425
1/23/2018,Karnataka,Kolkata,Lucknow Mandi,Rice,Local,1544,2307,1575
12/12/2020,West Bengal,Ludhiana,Mysuru Yard,Onion,,2201,2854,
9/20/2020,West Bengal,Patna,Lucknow Mandi,Tomato,Standard,2175,2713,2204
18-10-2022,Maharashtra,Pune,Patna Bazaar,Tomato,Premium,919,1274,1197
2/10/2024,Uttar Pradesh,Coimbatore,APMC Pune,Soyabean,,2709,3297,2854
2/11/2018,Karnataka,Kolkata,Jaipur Mandi,Potato,grade a,1451,2249,1931
11/1/2018,Rajasthan,Pune,Coimbatore Mandi,Wheat,Grade A,2465,2755,2635
6/13/2019,West Bengal,Pune,APMC Pune,Soyabean,FAQ,2226,2771,2649
3/10/2019,Maharashtra,Pune,Kolkata Market,Wheat,Standard,2495,2890,
31/08/2024,West Bengal,Ludhiana,Ludhiana Market,Tomato,grade a,1559,2302,2153
7/10/2020,Bihar,Lucknow,Ludhiana Market,Soyabean,grade a,2840,3064,3022
6/22/2024,Tamil Nadu,Patna,APMC Pune,Maize,Standard,1938,2151,2112
11/6/2019,Maharashtra,Ludhiana,Ludhiana Market,Soyabean,Standard,1624,1733,
2/5/2024,Bihar,Jaipur,APMC Pune,Tomato,grade a,2987,3129,3006
3/17/2024,Bihar,Jaipur,Patna Bazaar,Maize,Local,1719,2072,
6/2/2019,Bihar,Lucknow,Patna Bazaar,Cotton,Premium,1906,2006,
14/01/2018,Bihar,Ludhiana,Lucknow Mandi,Soyabean,Standard,2792,3387,3242
3/1/2020,Uttar Pradesh,Kolkata,Kolkata Market,Potato,FAQ,2889,3058,2911
