Arrival_Date,State,District,Market,Commodity,Variety,Min_Price,Max_Price,Modal_Price,,,
05/08/2019,West Bengal,Ludhiana,Coimbatore Mandi,Soyabean,Standard,2847,3179,3013,,,
08/03/2023,Punjab,Pune,Ludhiana Market,Rice,Grade A,809,1571,1571,,,
02/12/2025,Tamil Nadu,Pune,Lucknow Mandi,Rice,Faq,1854,2031,1900,,,
08/08/2019,West Bengal,Ludhiana,Lucknow Mandi,Soyabean,Faq,2447,2813,2807,,,
05/01/2023,Karnataka,Pune,Mysuru Yard,Tomato,Unknown,2328,3044,2752,,,
03/05/2021,Tamil Nadu,Mysuru,Coimbatore Mandi,Maize,Premium,2699,3146,3002,,,
04/03/2024,Uttar Pradesh,Jaipur,Patna Bazaar,Soyabean,Grade A,1512,2075,1793.5,,,
10/05/2024,Tamil Nadu,Pune,Jaipur Mandi,Tomato,Grade A,1390,1977,1886,,,
08/02/2019,Maharashtra,Ludhiana,Lucknow Mandi,Tomato,Standard,1279,1790,1504,,,
05/09/2024,Punjab,Lucknow,Patna Bazaar,Wheat,Unknown,1620,1929,1678,,,
06/03/2025,Punjab,Kolkata,Coimbatore Mandi,Wheat,Standard,1831,2022,1977,,,
04/01/2022,Punjab,Patna,APMC Pune,Potato,Grade A,2833,3481,2930,,,
10/28/2018,Maharashtra,Lucknow,Mysuru Yard,Maize,Grade A,1486,2127,1806.5,,,
01/04/2020,Bihar,Ludhiana,Kolkata Market,Wheat,Unknown,1284,1817,1550.5,,,
03/03/2019,Karnataka,Mysuru,Jaipur Mandi,Onion,Hybrid,1925,2147,2093,,,
02/27/2019,Maharashtra,Kolkata,Coimbatore Mandi,Tomato,Local,2969,3300,3124,,,
03/06/2021,West Bengal,Jaipur,Kolkata Market,Potato,Grade A,1613,1993,1803,,,
09/01/2020,Punjab,Jaipur,Ludhiana Market,Maize,Premium,1575,1691,1588,,,
08/07/2022,Karnataka,Kolkata,Jaipur Mandi,Potato,Unknown,1720,2476,2098,,,
02/03/2024,West Bengal,Kolkata,Kolkata Market,Soyabean,Local,2297,2527,2527,,,
11/21/2020,Punjab,Ludhiana,Patna Bazaar,Maize,Grade A,1384,2061,1804,,,
11/08/2020,Rajasthan,Ludhiana,Coimbatore Mandi,Potato,Hybrid,872,1609,1179,,,
11/02/2019,Punjab,Ludhiana,Mysuru Yard,Tomato,Grade A,2954,3523,3436,,,
04/08/2020,Uttar Pradesh,Patna,Patna Bazaar,Soyabean,Hybrid,1608,2389,1836,,,
02/05/2023,Uttar Pradesh,Patna,Patna Bazaar,Cotton,Premium,947,1350,1148.5,,,
01/04/2023,West Bengal,Ludhiana,Lucknow Mandi,Onion,Standard,1783,2182,1982.5,,,
02/07/2021,Maharashtra,Lucknow,Jaipur Mandi,Rice,Local,2637,2824,2760,,,
09/06/2024,West Bengal,Jaipur,Coimbatore Mandi,Rice,Grade A,2264,2528,2403,,,
11/14/2018,Uttar Pradesh,Patna,Patna Bazaar,Wheat,Premium,2371,3093,2909,,,
04/09/2021,Rajasthan,Coimbatore,Jaipur Mandi,Wheat,Faq,2847,3405,3126,,,
05/04/2022,Tamil Nadu,Kolkata,Jaipur Mandi,Onion,Faq,1938,2733,1947,,,
07/06/2019,Maharashtra,Ludhiana,Coimbatore Mandi,Soyabean,Faq,2145,2736,2545,,,
01/17/2023,Bihar,Mysuru,Ludhiana Market,Onion,Standard,2692,3218,2952,,,
07/04/2023,Karnataka,Mysuru,Jaipur Mandi,Rice,Grade A,959,1735,1107,,,
10/09/2018,Bihar,Pune,Kolkata Market,Wheat,Grade A,2763,2869,2764,,,
02/11/2019,Punjab,Coimbatore,APMC Pune,Soyabean,Faq,2351,2944,2895,,,
11/10/2018,Punjab,Lucknow,Jaipur Mandi,Tomato,Grade A,1538,1831,1780,,,
04/12/2025,Tamil Nadu,Ludhiana,Patna Bazaar,Soyabean,Unknown,1176,1288,1243,,,
06/12/2018,Tamil Nadu,Mysuru,Ludhiana Market,Wheat,Premium,2811,3276,3078,,,
11/05/2024,Uttar Pradesh,Coimbatore,Ludhiana Market,Cotton,Grade A,1043,1240,1141.5,,,
03/04/2024,Karnataka,Pune,Coimbatore Mandi,Cotton,Premium,2270,2414,2297,,,
06/11/2018,West Bengal,Lucknow,Mysuru Yard,Potato,Standard,1264,1658,1585,,,
04/08/2023,Maharashtra,Jaipur,Mysuru Yard,Onion,Local,2663,3100,2963,,,
05/14/2022,Rajasthan,Ludhiana,Coimbatore Mandi,Soyabean,Grade A,2452,2966,2744,,,
08/28/2019,Karnataka,Coimbatore,Mysuru Yard,Onion,Faq,2463,2801,2632,,,
05/11/2022,Rajasthan,Jaipur,APMC Pune,Potato,Hybrid,2132,2631,2481,,,
06/10/2023,Tamil Nadu,Kolkata,Lucknow Mandi,Tomato,Faq,951,1242,1132,,,
09/18/2021,Uttar Pradesh,Lucknow,Patna Bazaar,Wheat,Grade A,2197,2620,2408.5,,,
12/04/2023,West Bengal,Mysuru,Lucknow Mandi,Maize,Premium,2075,2175,2125,,,
06/26/2020,Tamil Nadu,Jaipur,Jaipur Mandi,Soyabean,Unknown,1268,1666,1560,,,
06/06/2021,Punjab,Kolkata,Jaipur Mandi,Soyabean,Unknown,1012,1442,1227,,,
01/02/2024,Punjab,Kolkata,Lucknow Mandi,Potato,Local,2558,3024,2791,,,
07/06/2023,Uttar Pradesh,Jaipur,APMC Pune,Soyabean,Grade A,2371,2957,2664,,,
05/06/2024,Punjab,Pune,Ludhiana Market,Rice,Unknown,849,961,905,,,
02/06/2022,Punjab,Mysuru,Coimbatore Mandi,Tomato,Faq,2291,2913,2602,,,
06/12/2020,Maharashtra,Mysuru,Kolkata Market,Onion,Faq,2286,2815,2348,,,
12/07/2018,Karnataka,Mysuru,APMC Pune,Onion,Faq,1845,2205,2086,,,
06/01/2023,West Bengal,Mysuru,APMC Pune,Maize,Local,922,1430,1171,,,
09/30/2021,Punjab,Kolkata,Mysuru Yard,Tomato,Standard,1759,2549,2154,,,
09/29/2020,Uttar Pradesh,Jaipur,Jaipur Mandi,Potato,Standard,1507,2270,1993,,,
10/29/2018,Rajasthan,Patna,Mysuru Yard,Wheat,Faq,1284,1467,1335,,,
08/04/2021,Uttar Pradesh,Jaipur,Ludhiana Market,Potato,Grade A,2189,2521,2355,,,
09/02/2021,Karnataka,Patna,Ludhiana Market,Rice,Unknown,2666,3449,3065,,,
03/29/2024,Karnataka,Kolkata,Mysuru Yard,Tomato,Grade A,1969,2545,2512,,,
09/09/2021,Bihar,Ludhiana,Kolkata Market,Maize,Grade A,1943,2506,2224.5,,,
09/02/2021,Bihar,Coimbatore,Coimbatore Mandi,Tomato,Premium,1601,2267,1934,,,
04/07/2024,Bihar,Jaipur,APMC Pune,Maize,Grade A,908,1140,909,,,
05/11/2022,Karnataka,Pune,Kolkata Market,Tomato,Grade A,2449,3013,2874,,,
02/07/2025,West Bengal,Coimbatore,APMC Pune,Maize,Faq,2560,2821,2583,,,
04/04/2025,Karnataka,Jaipur,Lucknow Mandi,Onion,Grade A,2006,2655,2243,,,
07/06/2020,Uttar Pradesh,Jaipur,Coimbatore Mandi,Cotton,Hybrid,995,1642,1318.5,,,
11/10/2023,Tamil Nadu,Lucknow,Jaipur Mandi,Tomato,Premium,1411,1813,1580,,,
01/21/2020,Maharashtra,Patna,Patna Bazaar,Rice,Local,2452,2599,2525.5,,,
05/01/2019,Punjab,Jaipur,Coimbatore Mandi,Rice,Unknown,1413,1807,1610,,,
10/02/2020,Tamil Nadu,Coimbatore,Coimbatore Mandi,Cotton,Premium,862,1019,871,,,
02/01/2022,Bihar,Mysuru,Coimbatore Mandi,Soyabean,Local,2983,3097,3048,,,
03/28/2022,Bihar,Lucknow,Coimbatore Mandi,Rice,Premium,2687,3246,2966.5,,,
06/01/2020,Maharashtra,Ludhiana,Mysuru Yard,Potato,Premium,964,1317,1125,,,
04/09/2018,Rajasthan,Patna,Patna Bazaar,Wheat,Standard,1082,1388,1288,,,
04/08/2021,Punjab,Kolkata,Kolkata Market,Wheat,Hybrid,868,1367,971,,,
07/08/2024,Bihar,Ludhiana,Kolkata Market,Maize,Standard,2473,2892,2682.5,,,
08/24/2021,Tamil Nadu,Ludhiana,Coimbatore Mandi,Soyabean,Standard,2901,3206,3053.5,,,
02/06/2024,Uttar Pradesh,Lucknow,Ludhiana Market,Tomato,Premium,1074,1463,1226,,,
05/22/2018,Maharashtra,Patna,APMC Pune,Rice,Faq,2756,2938,2805,,,
02/21/2021,West Bengal,Ludhiana,Patna Bazaar,Rice,Grade A,2293,2598,2445.5,,,
03/10/2023,Rajasthan,Pune,Mysuru Yard,Tomato,Unknown,2256,2391,2363,,,
06/03/2020,Uttar Pradesh,Kolkata,Patna Bazaar,Wheat,Unknown,1424,1929,1676.5,,,
05/06/2023,Maharashtra,Patna,Patna Bazaar,Onion,Local,2034,2262,2229,,,
01/08/2023,West Bengal,Ludhiana,Lucknow Mandi,Soyabean,Grade A,1513,1934,1829,,,
03/12/2020,Maharashtra,Jaipur,Jaipur Mandi,Onion,Premium,1268,2065,2006,,,
05/03/2020,West Bengal,Ludhiana,Kolkata Market,Onion,Local,2752,2964,2955,,,
02/01/2020,Maharashtra,Patna,Coimbatore Mandi,Rice,Faq,2936,3543,3172,,,
05/04/2021,Uttar Pradesh,Coimbatore,APMC Pune,Cotton,Standard,2416,2801,2554,,,
01/06/2019,Punjab,Patna,Patna Bazaar,Tomato,Hybrid,1384,1537,1528,,,
09/04/2024,West Bengal,Ludhiana,APMC Pune,Potato,Grade A,2214,2392,2214,,,
11/03/2020,Uttar Pradesh,Coimbatore,Mysuru Yard,Wheat,Local,2460,3256,3153,,,
05/10/2021,Bihar,Lucknow,Ludhiana Market,Rice,Faq,1540,1765,1621,,,
11/10/2019,Uttar Pradesh,Lucknow,Mysuru Yard,Onion,Hybrid,1398,2100,1580,,,
04/09/2024,Bihar,Pune,Jaipur Mandi,Maize,Hybrid,2608,3097,2674,,,
05/01/2022,Punjab,Jaipur,Patna Bazaar,Onion,Premium,1373,1829,1704,,,
05/05/2023,Uttar Pradesh,Ludhiana,APMC Pune,Soyabean,Local,855,1175,1011,,,
01/04/2024,Maharashtra,Patna,APMC Pune,Soyabean,Faq,1840,2147,1993.5,,,
04/06/2018,Bihar,Lucknow,APMC Pune,Wheat,Standard,2454,2825,2760,,,
04/12/2025,Bihar,Ludhiana,Patna Bazaar,Potato,Hybrid,2998,3752,3375,,,
09/08/2020,Karnataka,Patna,Mysuru Yard,Rice,Faq,1841,2205,2129,,,
08/11/2020,West Bengal,Jaipur,Ludhiana Market,Onion,Grade A,1393,2108,1750.5,,,
03/06/2022,Tamil Nadu,Ludhiana,Ludhiana Market,Cotton,Faq,2657,3413,3394,,,
03/26/2018,Bihar,Pune,APMC Pune,Rice,Unknown,1871,2536,2126,,,
07/06/2021,Punjab,Mysuru,Kolkata Market,Soyabean,Grade A,1863,2251,2174,,,
11/20/2021,Karnataka,Ludhiana,Coimbatore Mandi,Tomato,Premium,1827,2504,2165.5,,,
02/08/2018,Tamil Nadu,Coimbatore,Mysuru Yard,Tomato,Standard,2444,2836,2826,,,
10/14/2021,Karnataka,Coimbatore,Patna Bazaar,Onion,Unknown,1256,2017,1993,,,
03/03/2020,Maharashtra,Mysuru,Coimbatore Mandi,Wheat,Standard,1262,1723,1366,,,
04/10/2023,West Bengal,Patna,Jaipur Mandi,Soyabean,Standard,860,1590,1225,,,
05/04/2020,Maharashtra,Mysuru,Patna Bazaar,Onion,Grade A,1855,2285,2070,,,
08/02/2021,Bihar,Ludhiana,APMC Pune,Maize,Grade A,1008,1551,1406,,,
08/04/2019,Karnataka,Jaipur,Coimbatore Mandi,Wheat,Premium,1930,2063,2024,,,
10/08/2018,Maharashtra,Pune,Lucknow Mandi,Wheat,Local,924,1270,1094,,,
01/10/2020,Karnataka,Ludhiana,Kolkata Market,Rice,Unknown,2396,2956,2930,,,
02/03/2019,West Bengal,Coimbatore,Jaipur Mandi,Tomato,Hybrid,2834,3369,3101.5,,,
05/17/2024,Uttar Pradesh,Ludhiana,Kolkata Market,Maize,Local,2543,3248,2895.5,,,
02/08/2023,Karnataka,Ludhiana,Jaipur Mandi,Cotton,Local,2199,2602,2400.5,,,
03/06/2018,Tamil Nadu,Kolkata,Kolkata Market,Onion,Standard,995,1576,1347,,,
04/09/2023,Uttar Pradesh,Pune,Coimbatore Mandi,Onion,Faq,1363,1606,1459,,,
08/10/2020,Tamil Nadu,Ludhiana,Patna Bazaar,Onion,Unknown,1257,1639,1546,,,
03/09/2018,Karnataka,Mysuru,Jaipur Mandi,Maize,Grade A,1293,1922,1471,,,
04/05/2023,Karnataka,Ludhiana,Mysuru Yard,Tomato,Grade A,2750,3151,2762,,,
04/12/2023,Rajasthan,Lucknow,Jaipur Mandi,Cotton,Hybrid,2713,3302,3007.5,,,
05/26/2018,Rajasthan,Pune,APMC Pune,Maize,Local,1383,2003,1693,,,
07/05/2022,Punjab,Kolkata,Lucknow Mandi,Soyabean,Premium,1875,2305,1882,,,
01/09/2018,Punjab,Ludhiana,Patna Bazaar,Wheat,Unknown,1395,2098,1746.5,,,
10/26/2020,West Bengal,Mysuru,Lucknow Mandi,Rice,Grade A,1664,1786,1672,,,
01/01/2023,Punjab,Kolkata,Lucknow Mandi,Rice,Local,1845,2354,1931,,,
12/25/2020,Tamil Nadu,Jaipur,Mysuru Yard,Potato,Grade A,2512,2797,2644,,,
01/23/2018,Punjab,Kolkata,Mysuru Yard,Tomato,Premium,2090,2837,2446,,,
08/15/2024,Maharashtra,Coimbatore,Kolkata Market,Tomato,Standard,1126,1435,1221,,,
07/08/2020,Maharashtra,Pune,Kolkata Market,Tomato,Local,1299,1470,1384.5,,,
10/10/2018,Maharashtra,Jaipur,Patna Bazaar,Onion,Grade A,2225,2513,2369,,,
03/20/2019,Punjab,Patna,Patna Bazaar,Wheat,Premium,2394,3055,2496,,,
10/06/2020,West Bengal,Pune,Coimbatore Mandi,Onion,Unknown,1458,2133,1465,,,
11/06/2018,Punjab,Coimbatore,Coimbatore Mandi,Cotton,Premium,2490,2810,2663,,,
06/01/2024,West Bengal,Lucknow,Jaipur Mandi,Tomato,Faq,1157,1666,1411.5,,,
10/28/2018,Tamil Nadu,Mysuru,Kolkata Market,Rice,Local,1741,2482,1796,,,
07/14/2023,Tamil Nadu,Pune,Coimbatore Mandi,Soyabean,Grade A,2393,3075,2831,,,
04/01/2022,Tamil Nadu,Jaipur,Patna Bazaar,Maize,Hybrid,2730,3521,3519,,,
01/04/2023,Bihar,Coimbatore,Ludhiana Market,Maize,Faq,1291,1494,1352,,,
07/08/2023,Maharashtra,Jaipur,Jaipur Mandi,Tomato,Standard,1377,2138,1757.5,,,
07/11/2019,Tamil Nadu,Mysuru,Ludhiana Market,Tomato,Unknown,804,1488,832,,,
03/04/2023,Rajasthan,Ludhiana,Kolkata Market,Cotton,Faq,1654,2131,1892.5,,,
04/04/2023,Uttar Pradesh,Mysuru,Kolkata Market,Soyabean,Faq,1384,1847,1536,,,
07/12/2022,Karnataka,Jaipur,APMC Pune,Tomato,Grade A,1219,1491,1425,,,
01/23/2018,Karnataka,Kolkata,Lucknow Mandi,Rice,Local,1544,2307,1575,,,
12/12/2020,West Bengal,Ludhiana,Mysuru Yard,Onion,Unknown,2201,2854,2527.5,,,
09/20/2020,West Bengal,Patna,Lucknow Mandi,Tomato,Standard,2175,2713,2204,,,
06/10/2023,Maharashtra,Pune,Patna Bazaar,Tomato,Premium,919,1274,1197,,,
02/10/2024,Uttar Pradesh,Coimbatore,APMC Pune,Soyabean,Unknown,2709,3297,2854,,,
02/11/2018,Karnataka,Kolkata,Jaipur Mandi,Potato,Grade A,1451,2249,1931,,,
11/01/2018,Rajasthan,Pune,Coimbatore Mandi,Wheat,Grade A,2465,2755,2635,,,
06/13/2019,West Bengal,Pune,APMC Pune,Soyabean,Faq,2226,2771,2649,,,
03/10/2019,Maharashtra,Pune,Kolkata Market,Wheat,Standard,2495,2890,2692.5,,,
07/08/2026,West Bengal,Ludhiana,Ludhiana Market,Tomato,Grade A,1559,2302,2153,,,
07/10/2020,Bihar,Lucknow,Ludhiana Market,Soyabean,Grade A,2840,3064,3022,,,
06/22/2024,Tamil Nadu,Patna,APMC Pune,Maize,Standard,1938,2151,2112,,,
11/06/2019,Maharashtra,Ludhiana,Ludhiana Market,Soyabean,Standard,1624,1733,1678.5,,,
02/05/2024,Bihar,Jaipur,APMC Pune,Tomato,Grade A,2987,3129,3006,,,
03/17/2024,Bihar,Jaipur,Patna Bazaar,Maize,Local,1719,2072,1895.5,,,
06/02/2019,Bihar,Lucknow,Patna Bazaar,Cotton,Premium,1906,2006,1956,,,
02/01/2019,Bihar,Ludhiana,Lucknow Mandi,Soyabean,Standard,2792,3387,3242,,,
03/01/2020,Uttar Pradesh,Kolkata,Kolkata Market,Potato,Faq,2889,3058,2911,,,
07/04/2023,West Bengal,Kolkata,Coimbatore Mandi,Wheat,Grade A,1447,1941,1854,,,
11/17/2021,Tamil Nadu,Coimbatore,Jaipur Mandi,Soyabean,Grade A,2920,3111,3015.5,,,
01/10/2022,Tamil Nadu,Patna,Kolkata Market,Cotton,Premium,1988,2707,2408,,,
10/16/2020,Rajasthan,Lucknow,Kolkata Market,Wheat,Grade A,2267,2952,2273,,,
09/08/2024,West Bengal,Mysuru,APMC Pune,Cotton,Unknown,2707,3270,2959,,,
01/12/2020,Rajasthan,Jaipur,Coimbatore Mandi,Soyabean,Unknown,1348,1523,1367,,,
02/03/2023,Rajasthan,Lucknow,Lucknow Mandi,Cotton,Hybrid,2737,2920,2872,,,
11/05/2021,Bihar,Lucknow,APMC Pune,Maize,Premium,885,1232,972,,,
07/05/2024,Punjab,Pune,Kolkata Market,Onion,Grade A,2832,3599,3525,,,
07/11/2024,West Bengal,Pune,Ludhiana Market,Soyabean,Standard,2015,2151,2083,,,
10/11/2022,West Bengal,Mysuru,Kolkata Market,Rice,Standard,1753,2483,2118,,,
04/12/2018,Rajasthan,Lucknow,Lucknow Mandi,Wheat,Faq,1762,2403,2082.5,,,
10/01/2024,Rajasthan,Patna,Jaipur Mandi,Cotton,Hybrid,2619,2849,2620,,,
01/27/2022,Punjab,Pune,Patna Bazaar,Rice,Local,1286,1625,1546,,,
08/07/2021,Karnataka,Coimbatore,Jaipur Mandi,Onion,Local,1376,1495,1495,,,
05/08/2020,West Bengal,Mysuru,Coimbatore Mandi,Wheat,Grade A,1889,2172,2068,,,
12/05/2021,Karnataka,Kolkata,Kolkata Market,Potato,Unknown,2268,3053,2720,,,
07/15/2020,Rajasthan,Patna,Kolkata Market,Onion,Local,1958,2150,1994,,,
04/09/2024,Uttar Pradesh,Coimbatore,Kolkata Market,Tomato,Grade A,2289,2548,2393,,,
11/05/2021,Rajasthan,Coimbatore,Jaipur Mandi,Soyabean,Faq,1009,1273,1131,,,
05/10/2023,West Bengal,Mysuru,Jaipur Mandi,Maize,Standard,1319,1707,1680,,,
12/10/2021,Rajasthan,Ludhiana,Mysuru Yard,Cotton,Premium,1469,1860,1605,,,
07/14/2024,Punjab,Pune,Jaipur Mandi,Onion,Unknown,1965,2220,2091,,,
08/04/2018,Rajasthan,Ludhiana,Kolkata Market,Tomato,Grade A,2579,3118,2616,,,
12/06/2022,Karnataka,Lucknow,Kolkata Market,Onion,Premium,2314,2923,2875,,,
01/23/2022,Punjab,Ludhiana,Ludhiana Market,Maize,Standard,1139,1650,1394.5,,,
10/02/2023,Tamil Nadu,Kolkata,Coimbatore Mandi,Wheat,Local,2635,3325,2980,,,
05/11/2019,West Bengal,Ludhiana,Mysuru Yard,Rice,Faq,1987,2490,2358,,,
08/02/2023,Rajasthan,Coimbatore,Ludhiana Market,Maize,Faq,861,1505,1395,,,
06/11/2021,Karnataka,Kolkata,Kolkata Market,Cotton,Local,968,1499,1492,,,
06/03/2026,Karnataka,Coimbatore,Patna Bazaar,Maize,Hybrid,1712,1904,1834,,,
03/04/2018,Maharashtra,Patna,Ludhiana Market,Rice,Unknown,2374,2980,2563,,,
12/06/2022,Rajasthan,Kolkata,Jaipur Mandi,Maize,Faq,949,1362,1281,,,
03/06/2025,Punjab,Mysuru,Coimbatore Mandi,Onion,Grade A,1275,1977,1779,,,
02/02/2022,Tamil Nadu,Ludhiana,Coimbatore Mandi,Wheat,Faq,1574,1736,1712,,,
02/09/2020,Punjab,Mysuru,Ludhiana Market,Tomato,Unknown,1757,2282,2019.5,,,
06/06/2020,Bihar,Pune,Patna Bazaar,Maize,Grade A,915,1665,1290,,,
10/02/2023,Punjab,Lucknow,Jaipur Mandi,Rice,Premium,2821,3547,3074,,,
06/07/2021,Maharashtra,Coimbatore,Coimbatore Mandi,Wheat,Standard,2882,3030,2976,,,
10/08/2022,West Bengal,Coimbatore,Jaipur Mandi,Cotton,Premium,944,1087,1015.5,,,
09/07/2023,Uttar Pradesh,Ludhiana,Patna Bazaar,Wheat,Local,2806,3553,3179.5,,,
09/09/2019,Rajasthan,Ludhiana,Patna Bazaar,Onion,Grade A,1622,2100,1786,,,
03/07/2019,Punjab,Kolkata,Jaipur Mandi,Wheat,Faq,1158,1693,1558,,,
11/02/2023,West Bengal,Mysuru,Kolkata Market,Rice,Standard,1490,1836,1663,,,
11/13/2021,Rajasthan,Mysuru,Mysuru Yard,Potato,Premium,1169,1583,1504,,,
04/19/2022,Karnataka,Kolkata,Patna Bazaar,Wheat,Unknown,962,1080,1037,,,
02/03/2020,West Bengal,Lucknow,Coimbatore Mandi,Soyabean,Grade A,1963,2105,2014,,,
06/09/2019,Karnataka,Pune,Patna Bazaar,Wheat,Faq,2672,2838,2755,,,
05/21/2023,West Bengal,Jaipur,Kolkata Market,Soyabean,Faq,1259,1504,1324,,,
09/08/2022,Rajasthan,Jaipur,APMC Pune,Onion,Local,1634,1950,1851,,,
04/03/2024,Karnataka,Lucknow,Jaipur Mandi,Potato,Standard,1297,1823,1560,,,
06/08/2026,Maharashtra,Jaipur,Ludhiana Market,Rice,Grade A,1912,2178,2045,,,
09/12/2020,Rajasthan,Coimbatore,Coimbatore Mandi,Onion,Grade A,2985,3242,3168,,,
04/11/2023,Bihar,Lucknow,Mysuru Yard,Soyabean,Grade A,1407,2201,1470,,,
09/04/2024,Tamil Nadu,Ludhiana,Lucknow Mandi,Tomato,Premium,2652,3323,3271,,,
07/02/2025,Rajasthan,Lucknow,Patna Bazaar,Rice,Unknown,1507,1816,1788,,,
11/10/2019,Rajasthan,Patna,Lucknow Mandi,Wheat,Premium,2163,2387,2167,,,
06/07/2022,Punjab,Ludhiana,Lucknow Mandi,Cotton,Unknown,1057,1485,1438,,,
06/28/2024,Maharashtra,Mysuru,APMC Pune,Wheat,Unknown,2477,2584,2499,,,
01/02/2021,Tamil Nadu,Kolkata,Lucknow Mandi,Wheat,Unknown,2839,2970,2904.5,,,
03/01/2019,Karnataka,Kolkata,Patna Bazaar,Soyabean,Unknown,1980,2383,2081,,,
07/01/2021,Uttar Pradesh,Lucknow,Ludhiana Market,Tomato,Unknown,1542,1813,1677.5,,,
04/02/2023,Rajasthan,Pune,Jaipur Mandi,Onion,Hybrid,1670,2146,1829,,,
12/16/2020,Bihar,Lucknow,Jaipur Mandi,Onion,Grade A,2212,2977,2689,,,
01/15/2019,West Bengal,Kolkata,Kolkata Market,Maize,Grade A,1019,1547,1283,,,
01/05/2023,Tamil Nadu,Patna,Jaipur Mandi,Potato,Hybrid,1971,2609,2477,,,
07/08/2023,Karnataka,Coimbatore,Patna Bazaar,Cotton,Grade A,1128,1538,1333,,,
06/06/2023,West Bengal,Jaipur,Kolkata Market,Soyabean,Hybrid,1776,2237,2006.5,,,
11/07/2024,West Bengal,Lucknow,Coimbatore Mandi,Soyabean,Grade A,1638,2124,1881,,,
10/10/2024,Karnataka,Ludhiana,APMC Pune,Tomato,Grade A,2974,3301,3056,,,
09/04/2022,Tamil Nadu,Kolkata,Patna Bazaar,Rice,Premium,1503,1855,1798,,,
10/06/2020,Tamil Nadu,Pune,APMC Pune,Potato,Local,1327,2013,1964,,,
09/02/2024,Bihar,Pune,Mysuru Yard,Maize,Grade A,2284,2734,2310,,,
05/06/2023,Tamil Nadu,Pune,Lucknow Mandi,Soyabean,Faq,1917,2261,2089,,,
06/10/2018,West Bengal,Ludhiana,Mysuru Yard,Tomato,Hybrid,2190,2763,2744,,,
03/25/2023,Tamil Nadu,Pune,Jaipur Mandi,Cotton,Hybrid,2282,3055,2668.5,,,
10/22/2023,West Bengal,Patna,Patna Bazaar,Maize,Grade A,822,1414,894,,,
03/08/2021,Karnataka,Coimbatore,Ludhiana Market,Cotton,Grade A,1778,2027,1874,,,
03/03/2023,Bihar,Coimbatore,Mysuru Yard,Onion,Unknown,1618,2108,1863,,,
04/12/2022,Rajasthan,Pune,APMC Pune,Rice,Local,1856,2270,2050,,,
07/03/2022,Tamil Nadu,Kolkata,Lucknow Mandi,Cotton,Unknown,1563,1981,1772,,,
07/31/2018,Tamil Nadu,Jaipur,Jaipur Mandi,Tomato,Standard,2691,3358,2799,,,
12/08/2020,Karnataka,Kolkata,Lucknow Mandi,Rice,Hybrid,2164,2889,2526.5,,,
09/14/2018,Tamil Nadu,Kolkata,Jaipur Mandi,Potato,Unknown,1187,1550,1244,,,
09/02/2019,Bihar,Mysuru,Ludhiana Market,Rice,Grade A,1279,1739,1509,,,
12/08/2021,West Bengal,Mysuru,Mysuru Yard,Maize,Hybrid,2100,2730,2415,,,
01/05/2018,Maharashtra,Mysuru,Mysuru Yard,Onion,Faq,1470,1995,1811,,,
06/09/2022,West Bengal,Kolkata,Kolkata Market,Maize,Unknown,1070,1543,1101,,,
09/04/2018,Bihar,Coimbatore,Kolkata Market,Cotton,Premium,924,1524,1187,,,
04/08/2022,West Bengal,Pune,APMC Pune,Maize,Standard,1782,2445,2113.5,,,
01/09/2024,Rajasthan,Pune,APMC Pune,Cotton,Unknown,1081,1263,1172,,,
05/11/2024,Uttar Pradesh,Mysuru,Coimbatore Mandi,Wheat,Grade A,2839,3426,3132.5,,,
09/06/2020,Rajasthan,Jaipur,Patna Bazaar,Cotton,Hybrid,2873,3136,3080,,,
10/06/2024,Uttar Pradesh,Jaipur,Lucknow Mandi,Soyabean,Grade A,2574,2880,2727,,,
07/09/2024,Punjab,Lucknow,Lucknow Mandi,Onion,Faq,2672,2968,2888,,,
01/10/2021,Karnataka,Ludhiana,Jaipur Mandi,Potato,Grade A,1975,2171,2095,,,
02/07/2018,Tamil Nadu,Coimbatore,Mysuru Yard,Soyabean,Local,1163,1686,1185,,,
12/02/2019,West Bengal,Lucknow,Patna Bazaar,Onion,Grade A,2006,2447,2331,,,
12/03/2018,Bihar,Kolkata,APMC Pune,Potato,Premium,1604,1960,1859,,,
05/05/2022,Uttar Pradesh,Mysuru,Jaipur Mandi,Potato,Hybrid,1903,2634,2411,,,
07/07/2020,Uttar Pradesh,Patna,Lucknow Mandi,Wheat,Local,1431,2079,1918,,,
05/08/2022,Karnataka,Coimbatore,Jaipur Mandi,Soyabean,Unknown,2455,2786,2620.5,,,
09/25/2024,Maharashtra,Mysuru,Ludhiana Market,Cotton,Unknown,1304,1729,1547,,,
03/06/2026,Karnataka,Patna,APMC Pune,Onion,Local,1811,2401,2106,,,
02/23/2023,Punjab,Ludhiana,Ludhiana Market,Wheat,Hybrid,1554,1992,1773,,,
09/10/2020,Punjab,Jaipur,Patna Bazaar,Soyabean,Unknown,907,1553,1146,,,
07/08/2021,Maharashtra,Lucknow,Kolkata Market,Cotton,Grade A,2612,3326,3296,,,
12/02/2019,Uttar Pradesh,Lucknow,Patna Bazaar,Tomato,Local,2442,3087,2683,,,
04/07/2022,Tamil Nadu,Ludhiana,Jaipur Mandi,Wheat,Grade A,1870,2378,2267,,,
