Arrival_Date,State,District,Market,Commodity,Variety,Min_Price, Max_Price,Modal_Price,Year,Month,Month_Name,Season,Price_Spread,Price_Position_Index,Profit_Opportunity_Indicator,National_Commodity_Average,Relative_Market_Advantage
2/21/2021,West Bengal,Kolkata,Kolkata Market,Rice,Grade A,4301.00,4992.00,4647.00,2021,2,February,Summer,691.00,0.5,High,3493.108757,1153.89
3/10/2023,Rajasthan,Jaipur,Jaipur Mandi,Tomato,Unknown,2402.00,3471.00,3349.00,2023,3,March,Summer,1069.00,0.89,High,2353.777929,995.22
6/3/2020,Uttar Pradesh,Lucknow,Lucknow Mandi,Wheat,Unknown,2121.00,2475.00,2298.00,2020,6,June,Kharif,354.00,0.5,Normal,2364.839335,-66.84
5/6/2023,Maharashtra,Pune,APMC Pune,Onion,Local,2792.00,3372.00,3337.00,2023,5,May,Summer,580.00,0.94,High,2967.977922,369.02
1/8/2023,West Bengal,Kolkata,Kolkata Market,Soyabean,Grade A,5415.00,5819.00,5557.00,2023,1,January,Rabi,404.00,0.35,High,4476.642473,1080.36
3/12/2020,Maharashtra,Pune,APMC Pune,Onion,Premium,1464.00,2143.00,1741.00,2020,3,March,Summer,679.00,0.41,Normal,2967.977922,-1226.98
5/3/2020,West Bengal,Kolkata,Kolkata Market,Onion,Local,3912.00,4772.00,4454.00,2020,5,May,Summer,860.00,0.63,High,2967.977922,1486.02
2/1/2020,Maharashtra,Pune,APMC Pune,Rice,Faq,2843.00,3163.00,3140.00,2020,2,February,Summer,320.00,0.93,Normal,3493.108757,-353.11
5/4/2021,Uttar Pradesh,Lucknow,Lucknow Mandi,Cotton,Standard,4784.00,5824.00,5338.00,2021,5,May,Summer,1040.00,0.53,High,5789.811921,-451.81
1/6/2019,Punjab,Ludhiana,Ludhiana Market,Tomato,Hybrid,1623.00,2681.00,2382.00,2019,1,January,Rabi,1058.00,0.72,Normal,2353.777929,28.22
9/4/2024,West Bengal,Kolkata,Kolkata Market,Potato,Grade A,1603.00,2102.00,2092.00,2024,9,September,Kharif,499.00,0.98,Normal,1290.850866,801.15
11/3/2020,Uttar Pradesh,Lucknow,Lucknow Mandi,Wheat,Local,1987.00,2336.00,2327.00,2020,11,November,Rabi,349.00,0.97,Normal,2364.839335,-37.84
5/10/2021,Bihar,Patna,Patna Bazaar,Rice,Faq,3860.00,4055.00,3956.00,2021,5,May,Summer,195.00,0.49,High,3493.108757,462.89
11/10/2019,Uttar Pradesh,Lucknow,Lucknow Mandi,Onion,Hybrid,1229.00,1653.00,1309.00,2019,11,November,Rabi,424.00,0.19,Normal,2967.977922,-1658.98
4/9/2024,Bihar,Patna,Patna Bazaar,Maize,Hybrid,1880.00,2194.00,1992.00,2024,4,April,Summer,314.00,0.36,Normal,1970.373775,21.63
5/1/2022,Punjab,Ludhiana,Ludhiana Market,Onion,Premium,4019.00,4381.00,4293.00,2022,5,May,Summer,362.00,0.76,High,2967.977922,1325.02
5/5/2023,Uttar Pradesh,Lucknow,Lucknow Mandi,Soyabean,Local,5078.00,5750.00,5246.00,2023,5,May,Summer,672.00,0.25,High,4476.642473,769.36
1/4/2024,Maharashtra,Pune,APMC Pune,Soyabean,Faq,5465.00,5727.00,5596.00,2024,1,January,Rabi,262.00,0.5,High,4476.642473,1119.36
4/6/2018,Bihar,Patna,Patna Bazaar,Wheat,Standard,1860.00,1965.00,1939.00,2018,4,April,Summer,105.00,0.75,Normal,2364.839335,-425.84
4/12/2025,Bihar,Patna,Patna Bazaar,Potato,Hybrid,1754.00,1964.00,1859.00,2025,4,April,Summer,210.00,0.5,Normal,1290.850866,568.15
9/8/2020,Karnataka,Mysuru,Mysuru Yard,Rice,Faq,3255.00,3987.00,3696.00,2020,9,September,Kharif,732.00,0.6,High,3493.108757,202.89
8/11/2020,West Bengal,Kolkata,Kolkata Market,Onion,Grade A,3518.00,3691.00,3605.00,2020,8,August,Kharif,173.00,0.5,High,2967.977922,637.02
3/6/2022,Tamil Nadu,Coimbatore,Coimbatore Mandi,Cotton,Faq,4330.00,4508.00,4472.00,2022,3,March,Summer,178.00,0.8,High,5789.811921,-1317.81
3/26/2018,Bihar,Patna,Patna Bazaar,Rice,Unknown,2445.00,2737.00,2491.00,2018,3,March,Summer,292.00,0.16,Normal,3493.108757,-1002.11
7/6/2021,Punjab,Ludhiana,Ludhiana Market,Soyabean,Grade A,5012.00,5632.00,5144.00,2021,7,July,Kharif,620.00,0.21,High,4476.642473,667.36
11/20/2021,Karnataka,Mysuru,Mysuru Yard,Tomato,Premium,2834.00,3905.00,3370.00,2021,11,November,Rabi,1071.00,0.5,High,2353.777929,1016.22
2/8/2018,Tamil Nadu,Coimbatore,Coimbatore Mandi,Tomato,Standard,3047.00,4078.00,3576.00,2018,2,February,Summer,1031.00,0.51,High,2353.777929,1222.22
10/14/2021,Karnataka,Mysuru,Mysuru Yard,Onion,Unknown,1095.00,1434.00,1396.00,2021,10,October,Rabi,339.00,0.89,Normal,2967.977922,-1571.98
3/3/2020,Maharashtra,Pune,APMC Pune,Wheat,Standard,1654.00,2023.00,1906.00,2020,3,March,Summer,369.00,0.68,Normal,2364.839335,-458.84
4/10/2023,West Bengal,Kolkata,Kolkata Market,Soyabean,Standard,5436.00,5916.00,5676.00,2023,4,April,Summer,480.00,0.5,High,4476.642473,1199.36
5/4/2020,Maharashtra,Pune,APMC Pune,Onion,Grade A,1869.00,3165.00,2517.00,2020,5,May,Summer,1296.00,0.5,Normal,2967.977922,-450.98
8/2/2021,Bihar,Patna,Patna Bazaar,Maize,Grade A,2332.00,2833.00,2579.00,2021,8,August,Kharif,501.00,0.49,Normal,1970.373775,608.63
8/4/2019,Karnataka,Mysuru,Mysuru Yard,Wheat,Premium,2390.00,2887.00,2757.00,2019,8,August,Kharif,497.00,0.74,Normal,2364.839335,392.16
10/8/2018,Maharashtra,Pune,APMC Pune,Wheat,Local,2721.00,2866.00,2779.00,2018,10,October,Rabi,145.00,0.4,Normal,2364.839335,414.16
1/10/2020,Karnataka,Mysuru,Mysuru Yard,Rice,Unknown,3635.00,4484.00,3994.00,2020,1,January,Rabi,849.00,0.42,High,3493.108757,500.89
2/3/2019,West Bengal,Kolkata,Kolkata Market,Tomato,Hybrid,916.00,1410.00,1163.00,2019,2,February,Summer,494.00,0.5,Normal,2353.777929,-1190.78
5/17/2024,Uttar Pradesh,Lucknow,Lucknow Mandi,Maize,Local,1680.00,1827.00,1754.00,2024,5,May,Summer,147.00,0.5,Normal,1970.373775,-216.37
2/8/2023,Karnataka,Mysuru,Mysuru Yard,Cotton,Local,4486.00,5050.00,4768.00,2023,2,February,Summer,564.00,0.5,High,5789.811921,-1021.81
3/6/2018,Tamil Nadu,Coimbatore,Coimbatore Mandi,Onion,Standard,3537.00,3973.00,3574.00,2018,3,March,Summer,436.00,0.08,High,2967.977922,606.02
4/9/2023,Uttar Pradesh,Lucknow,Lucknow Mandi,Onion,Faq,4126.00,4783.00,4378.00,2023,4,April,Summer,657.00,0.38,High,2967.977922,1410.02
8/10/2020,Tamil Nadu,Coimbatore,Coimbatore Mandi,Onion,Unknown,1331.00,1559.00,1397.00,2020,8,August,Kharif,228.00,0.29,Normal,2967.977922,-1570.98
3/9/2018,Karnataka,Mysuru,Mysuru Yard,Maize,Grade A,2222.00,2711.00,2235.00,2018,3,March,Summer,489.00,0.03,Normal,1970.373775,264.63
4/5/2023,Karnataka,Mysuru,Mysuru Yard,Tomato,Grade A,1218.00,1675.00,1218.00,2023,4,April,Summer,457.00,0,Normal,2353.777929,-1135.78
4/12/2023,Rajasthan,Jaipur,Jaipur Mandi,Cotton,Hybrid,6505.00,6926.00,6716.00,2023,4,April,Summer,421.00,0.5,High,5789.811921,926.19
5/26/2018,Rajasthan,Jaipur,Jaipur Mandi,Maize,Local,1986.00,2389.00,2188.00,2018,5,May,Summer,403.00,0.5,Normal,1970.373775,217.63
7/5/2022,Punjab,Ludhiana,Ludhiana Market,Soyabean,Premium,4554.00,5294.00,4579.00,2022,7,July,Kharif,740.00,0.03,High,4476.642473,102.36
1/9/2018,Punjab,Ludhiana,Ludhiana Market,Wheat,Unknown,2151.00,2480.00,2316.00,2018,1,January,Rabi,329.00,0.5,Normal,2364.839335,-48.84
10/26/2020,West Bengal,Kolkata,Kolkata Market,Rice,Grade A,2293.00,2634.00,2631.00,2020,10,October,Rabi,341.00,0.99,Normal,3493.108757,-862.11
1/1/2023,Punjab,Ludhiana,Ludhiana Market,Rice,Local,4261.00,4940.00,4519.00,2023,1,January,Rabi,679.00,0.38,High,3493.108757,1025.89
12/25/2020,Tamil Nadu,Coimbatore,Coimbatore Mandi,Potato,Grade A,1222.00,1339.00,1313.00,2020,12,December,Rabi,117.00,0.78,Normal,1290.850866,22.15
1/23/2018,Punjab,Ludhiana,Ludhiana Market,Tomato,Premium,2267.00,3131.00,3057.00,2018,1,January,Rabi,864.00,0.91,Normal,2353.777929,703.22
8/15/2024,Maharashtra,Pune,APMC Pune,Tomato,Standard,3470.00,3936.00,3935.00,2024,8,August,Kharif,466.00,1,High,2353.777929,1581.22
7/8/2020,Maharashtra,Pune,APMC Pune,Tomato,Local,3078.00,4137.00,3608.00,2020,7,July,Kharif,1059.00,0.5,High,2353.777929,1254.22
10/10/2018,Maharashtra,Pune,APMC Pune,Onion,Grade A,3829.00,4103.00,3966.00,2018,10,October,Rabi,274.00,0.5,High,2967.977922,998.02
3/20/2019,Punjab,Ludhiana,Ludhiana Market,Wheat,Premium,2583.00,3057.00,3045.00,2019,3,March,Summer,474.00,0.97,Normal,2364.839335,680.16
10/6/2020,West Bengal,Kolkata,Kolkata Market,Onion,Unknown,2180.00,2526.00,2352.00,2020,10,October,Rabi,346.00,0.5,Normal,2967.977922,-615.98
11/6/2018,Punjab,Ludhiana,Ludhiana Market,Cotton,Premium,5740.00,5939.00,5785.00,2018,11,November,Rabi,199.00,0.23,High,5789.811921,-4.81
6/1/2024,West Bengal,Kolkata,Kolkata Market,Tomato,Faq,2640.00,3241.00,2941.00,2024,6,June,Kharif,601.00,0.5,Normal,2353.777929,587.22
10/28/2018,Tamil Nadu,Coimbatore,Coimbatore Mandi,Rice,Local,4131.00,5004.00,4461.00,2018,10,October,Rabi,873.00,0.38,High,3493.108757,967.89
7/14/2023,Tamil Nadu,Coimbatore,Coimbatore Mandi,Soyabean,Grade A,4297.00,4873.00,4455.00,2023,7,July,Kharif,576.00,0.27,High,4476.642473,-21.64
4/1/2022,Tamil Nadu,Coimbatore,Coimbatore Mandi,Maize,Hybrid,2371.00,2598.00,2464.00,2022,4,April,Summer,227.00,0.41,Normal,1970.373775,493.63
1/4/2023,Bihar,Patna,Patna Bazaar,Maize,Faq,1223.00,1503.00,1313.00,2023,1,January,Rabi,280.00,0.32,Normal,1970.373775,-657.37
7/8/2023,Maharashtra,Pune,APMC Pune,Tomato,Standard,2099.00,2482.00,2291.00,2023,7,July,Kharif,383.00,0.5,Normal,2353.777929,-62.78
7/11/2019,Tamil Nadu,Coimbatore,Coimbatore Mandi,Tomato,Unknown,2211.00,2572.00,2403.00,2019,7,July,Kharif,361.00,0.53,Normal,2353.777929,49.22
3/4/2023,Rajasthan,Jaipur,Jaipur Mandi,Cotton,Faq,5512.00,6089.00,5801.00,2023,3,March,Summer,577.00,0.5,High,5789.811921,11.19
4/4/2023,Uttar Pradesh,Lucknow,Lucknow Mandi,Soyabean,Faq,4268.00,4594.00,4485.00,2023,4,April,Summer,326.00,0.67,High,4476.642473,8.36
7/12/2022,Karnataka,Mysuru,Mysuru Yard,Tomato,Grade A,2661.00,3533.00,3486.00,2022,7,July,Kharif,872.00,0.95,High,2353.777929,1132.22
1/23/2018,Karnataka,Mysuru,Mysuru Yard,Rice,Local,2765.00,3178.00,2969.00,2018,1,January,Rabi,413.00,0.49,Normal,3493.108757,-524.11
12/12/2020,West Bengal,Kolkata,Kolkata Market,Onion,Unknown,4361.00,5406.00,4884.00,2020,12,December,Rabi,1045.00,0.5,High,2967.977922,1916.02
9/20/2020,West Bengal,Kolkata,Kolkata Market,Tomato,Standard,2542.00,3208.00,2841.00,2020,9,September,Kharif,666.00,0.45,Normal,2353.777929,487.22
6/10/2023,Maharashtra,Pune,APMC Pune,Tomato,Premium,2921.00,3437.00,2989.00,2023,6,June,Kharif,516.00,0.13,Normal,2353.777929,635.22
2/10/2024,Uttar Pradesh,Lucknow,Lucknow Mandi,Soyabean,Unknown,3741.00,4185.00,3934.00,2024,2,February,Summer,444.00,0.43,High,4476.642473,-542.64
2/11/2018,Karnataka,Mysuru,Mysuru Yard,Potato,Grade A,1532.00,1964.00,1879.00,2018,2,February,Summer,432.00,0.8,Normal,1290.850866,588.15
11/1/2018,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Grade A,2071.00,2622.00,2504.00,2018,11,November,Rabi,551.00,0.79,Normal,2364.839335,139.16
6/13/2019,West Bengal,Kolkata,Kolkata Market,Soyabean,Faq,3542.00,3768.00,3735.00,2019,6,June,Kharif,226.00,0.85,High,4476.642473,-741.64
3/10/2019,Maharashtra,Pune,APMC Pune,Wheat,Standard,1945.00,2162.00,2054.00,2019,3,March,Summer,217.00,0.5,Normal,2364.839335,-310.84
7/8/2026,West Bengal,Kolkata,Kolkata Market,Tomato,Grade A,2950.00,3980.00,3666.00,2026,7,July,Kharif,1030.00,0.7,High,2353.777929,1312.22
7/10/2020,Bihar,Patna,Patna Bazaar,Soyabean,Grade A,5286.00,6050.00,5771.00,2020,7,July,Kharif,764.00,0.63,High,4476.642473,1294.36
6/22/2024,Tamil Nadu,Coimbatore,Coimbatore Mandi,Maize,Standard,1757.00,2099.00,2022.00,2024,6,June,Kharif,342.00,0.77,Normal,1970.373775,51.63
11/6/2019,Maharashtra,Pune,APMC Pune,Soyabean,Standard,4490.00,4710.00,4600.00,2019,11,November,Rabi,220.00,0.5,High,4476.642473,123.36
2/5/2024,Bihar,Patna,Patna Bazaar,Tomato,Grade A,854.00,1430.00,938.00,2024,2,February,Summer,576.00,0.15,Normal,2353.777929,-1415.78
3/17/2024,Bihar,Patna,Patna Bazaar,Maize,Local,1516.00,1897.00,1707.00,2024,3,March,Summer,381.00,0.5,Normal,1970.373775,-263.37
6/2/2019,Bihar,Patna,Patna Bazaar,Cotton,Premium,5085.00,5225.00,5155.00,2019,6,June,Kharif,140.00,0.5,High,5789.811921,-634.81
2/1/2019,Bihar,Patna,Patna Bazaar,Soyabean,Standard,4733.00,5024.00,4888.00,2019,2,February,Summer,291.00,0.53,High,4476.642473,411.36
3/1/2020,Uttar Pradesh,Lucknow,Lucknow Mandi,Potato,Faq,943.00,1475.00,1275.00,2020,3,March,Summer,532.00,0.62,Normal,1290.850866,-15.85
7/4/2023,West Bengal,Kolkata,Kolkata Market,Wheat,Grade A,2149.00,2629.00,2446.00,2023,7,July,Kharif,480.00,0.62,Normal,2364.839335,81.16
11/17/2021,Tamil Nadu,Coimbatore,Coimbatore Mandi,Soyabean,Grade A,3532.00,4136.00,3834.00,2021,11,November,Rabi,604.00,0.5,High,4476.642473,-642.64
1/10/2022,Tamil Nadu,Coimbatore,Coimbatore Mandi,Cotton,Premium,5636.00,6724.00,6091.00,2022,1,January,Rabi,1088.00,0.42,High,5789.811921,301.19
10/16/2020,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Grade A,1671.00,2013.00,1796.00,2020,10,October,Rabi,342.00,0.37,Normal,2364.839335,-568.84
9/8/2024,West Bengal,Kolkata,Kolkata Market,Cotton,Unknown,5990.00,6438.00,6293.00,2024,9,September,Kharif,448.00,0.68,High,5789.811921,503.19
1/12/2020,Rajasthan,Jaipur,Jaipur Mandi,Soyabean,Unknown,4881.00,5379.00,5153.00,2020,1,January,Rabi,498.00,0.55,High,4476.642473,676.36
2/3/2023,Rajasthan,Jaipur,Jaipur Mandi,Cotton,Hybrid,5076.00,5667.00,5263.00,2023,2,February,Summer,591.00,0.32,High,5789.811921,-526.81
11/5/2021,Bihar,Patna,Patna Bazaar,Maize,Premium,1935.00,2466.00,2318.00,2021,11,November,Rabi,531.00,0.72,Normal,1970.373775,347.63
7/5/2024,Punjab,Ludhiana,Ludhiana Market,Onion,Grade A,2824.00,3497.00,3028.00,2024,7,July,Kharif,673.00,0.3,Normal,2967.977922,60.02
7/11/2024,West Bengal,Kolkata,Kolkata Market,Soyabean,Standard,3086.00,3699.00,3393.00,2024,7,July,Kharif,613.00,0.5,High,4476.642473,-1083.64
10/11/2022,West Bengal,Kolkata,Kolkata Market,Rice,Standard,3490.00,3801.00,3646.00,2022,10,October,Rabi,311.00,0.5,High,3493.108757,152.89
4/12/2018,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Faq,2668.00,3082.00,2875.00,2018,4,April,Summer,414.00,0.5,Normal,2364.839335,510.16
10/1/2024,Rajasthan,Jaipur,Jaipur Mandi,Cotton,Hybrid,6678.00,7607.00,6840.00,2024,10,October,Rabi,929.00,0.17,High,5789.811921,1050.19
1/27/2022,Punjab,Ludhiana,Ludhiana Market,Rice,Local,4230.00,4590.00,4290.00,2022,1,January,Rabi,360.00,0.17,High,3493.108757,796.89
8/7/2021,Karnataka,Mysuru,Mysuru Yard,Onion,Local,2965.00,3613.00,3223.00,2021,8,August,Kharif,648.00,0.4,High,2967.977922,255.02
5/8/2020,West Bengal,Kolkata,Kolkata Market,Wheat,Grade A,2480.00,2601.00,2556.00,2020,5,May,Summer,121.00,0.63,Normal,2364.839335,191.16
12/5/2021,Karnataka,Mysuru,Mysuru Yard,Potato,Unknown,919.00,1421.00,1283.00,2021,12,December,Rabi,502.00,0.73,Normal,1290.850866,-7.85
7/15/2020,Rajasthan,Jaipur,Jaipur Mandi,Onion,Local,1891.00,2142.00,1951.00,2020,7,July,Kharif,251.00,0.24,Normal,2967.977922,-1016.98
4/9/2024,Uttar Pradesh,Lucknow,Lucknow Mandi,Tomato,Grade A,1863.00,2015.00,1941.00,2024,4,April,Summer,152.00,0.51,Normal,2353.777929,-412.78
11/5/2021,Rajasthan,Jaipur,Jaipur Mandi,Soyabean,Faq,3176.00,3961.00,3507.00,2021,11,November,Rabi,785.00,0.42,High,4476.642473,-969.64
5/10/2023,West Bengal,Kolkata,Kolkata Market,Maize,Standard,1706.00,1882.00,1799.00,2023,5,May,Summer,176.00,0.53,Normal,1970.373775,-171.37
12/10/2021,Rajasthan,Jaipur,Jaipur Mandi,Cotton,Premium,6568.00,7014.00,6822.00,2021,12,December,Rabi,446.00,0.57,High,5789.811921,1032.19
7/14/2024,Punjab,Ludhiana,Ludhiana Market,Onion,Unknown,1027.00,1305.00,1301.00,2024,7,July,Kharif,278.00,0.99,Normal,2967.977922,-1666.98
8/4/2018,Rajasthan,Jaipur,Jaipur Mandi,Tomato,Grade A,1445.00,2107.00,1846.00,2018,8,August,Kharif,662.00,0.61,Normal,2353.777929,-507.78
12/6/2022,Karnataka,Mysuru,Mysuru Yard,Onion,Premium,3021.00,3629.00,3229.00,2022,12,December,Rabi,608.00,0.34,High,2967.977922,261.02
1/23/2022,Punjab,Ludhiana,Ludhiana Market,Maize,Standard,1618.00,1858.00,1738.00,2022,1,January,Rabi,240.00,0.5,Normal,1970.373775,-232.37
10/2/2023,Tamil Nadu,Coimbatore,Coimbatore Mandi,Wheat,Local,2603.00,2773.00,2688.00,2023,10,October,Rabi,170.00,0.5,Normal,2364.839335,323.16
5/11/2019,West Bengal,Kolkata,Kolkata Market,Rice,Faq,4252.00,4581.00,4575.00,2019,5,May,Summer,329.00,0.98,High,3493.108757,1081.89
8/2/2023,Rajasthan,Jaipur,Jaipur Mandi,Maize,Faq,1600.00,1752.00,1609.00,2023,8,August,Kharif,152.00,0.06,Normal,1970.373775,-361.37
6/11/2021,Karnataka,Mysuru,Mysuru Yard,Cotton,Local,5054.00,5312.00,5198.00,2021,6,June,Kharif,258.00,0.56,High,5789.811921,-591.81
6/3/2026,Karnataka,Mysuru,Mysuru Yard,Maize,Hybrid,2113.00,2359.00,2241.00,2026,6,June,Kharif,246.00,0.52,Normal,1970.373775,270.63
3/4/2018,Maharashtra,Pune,APMC Pune,Rice,Unknown,3209.00,3942.00,3278.00,2018,3,March,Summer,733.00,0.09,High,3493.108757,-215.11
12/6/2022,Rajasthan,Jaipur,Jaipur Mandi,Maize,Faq,1883.00,2075.00,1966.00,2022,12,December,Rabi,192.00,0.43,Normal,1970.373775,-4.37
3/6/2025,Punjab,Ludhiana,Ludhiana Market,Onion,Grade A,4004.00,4268.00,4153.00,2025,3,March,Summer,264.00,0.56,High,2967.977922,1185.02
2/2/2022,Tamil Nadu,Coimbatore,Coimbatore Mandi,Wheat,Faq,2793.00,3215.00,2948.00,2022,2,February,Summer,422.00,0.37,Normal,2364.839335,583.16
2/9/2020,Punjab,Ludhiana,Ludhiana Market,Tomato,Unknown,3296.00,3782.00,3539.00,2020,2,February,Summer,486.00,0.5,High,2353.777929,1185.22
6/6/2020,Bihar,Patna,Patna Bazaar,Maize,Grade A,2120.00,2594.00,2357.00,2020,6,June,Kharif,474.00,0.5,Normal,1970.373775,386.63
10/2/2023,Punjab,Ludhiana,Ludhiana Market,Rice,Premium,2514.00,2848.00,2832.00,2023,10,October,Rabi,334.00,0.95,Normal,3493.108757,-661.11
6/7/2021,Maharashtra,Pune,APMC Pune,Wheat,Standard,2272.00,2742.00,2505.00,2021,6,June,Kharif,470.00,0.5,Normal,2364.839335,140.16
10/8/2022,West Bengal,Kolkata,Kolkata Market,Cotton,Premium,5188.00,6023.00,5606.00,2022,10,October,Rabi,835.00,0.5,High,5789.811921,-183.81
9/7/2023,Uttar Pradesh,Lucknow,Lucknow Mandi,Wheat,Local,1941.00,2358.00,2150.00,2023,9,September,Kharif,417.00,0.5,Normal,2364.839335,-214.84
9/9/2019,Rajasthan,Jaipur,Jaipur Mandi,Onion,Grade A,3886.00,4532.00,4159.00,2019,9,September,Kharif,646.00,0.42,High,2967.977922,1191.02
3/7/2019,Punjab,Ludhiana,Ludhiana Market,Wheat,Faq,2733.00,3255.00,3035.00,2019,3,March,Summer,522.00,0.58,Normal,2364.839335,670.16
11/2/2023,West Bengal,Kolkata,Kolkata Market,Rice,Standard,3441.00,4225.00,3833.00,2023,11,November,Rabi,784.00,0.5,High,3493.108757,339.89
11/13/2021,Rajasthan,Jaipur,Jaipur Mandi,Potato,Premium,1673.00,2231.00,1939.00,2021,11,November,Rabi,558.00,0.48,Normal,1290.850866,648.15
4/19/2022,Karnataka,Mysuru,Mysuru Yard,Wheat,Unknown,1960.00,2074.00,2069.00,2022,4,April,Summer,114.00,0.96,Normal,2364.839335,-295.84
2/3/2020,West Bengal,Kolkata,Kolkata Market,Soyabean,Grade A,3188.00,3672.00,3490.00,2020,2,February,Summer,484.00,0.62,High,4476.642473,-986.64
6/9/2019,Karnataka,Mysuru,Mysuru Yard,Wheat,Faq,1850.00,2035.00,1943.00,2019,6,June,Kharif,185.00,0.5,Normal,2364.839335,-421.84
5/21/2023,West Bengal,Kolkata,Kolkata Market,Soyabean,Faq,5104.00,5504.00,5135.00,2023,5,May,Summer,400.00,0.08,High,4476.642473,658.36
9/8/2022,Rajasthan,Jaipur,Jaipur Mandi,Onion,Local,4273.00,4455.00,4332.00,2022,9,September,Kharif,182.00,0.32,High,2967.977922,1364.02
4/3/2024,Karnataka,Mysuru,Mysuru Yard,Potato,Standard,1285.00,1718.00,1502.00,2024,4,April,Summer,433.00,0.5,Normal,1290.850866,211.15
6/8/2026,Maharashtra,Pune,APMC Pune,Rice,Grade A,3040.00,3346.00,3193.00,2026,6,June,Kharif,306.00,0.5,Normal,3493.108757,-300.11
9/12/2020,Rajasthan,Jaipur,Jaipur Mandi,Onion,Grade A,3484.00,3616.00,3523.00,2020,9,September,Kharif,132.00,0.3,High,2967.977922,555.02
4/11/2023,Bihar,Patna,Patna Bazaar,Soyabean,Grade A,4287.00,4754.00,4580.00,2023,4,April,Summer,467.00,0.63,High,4476.642473,103.36
9/4/2024,Tamil Nadu,Coimbatore,Coimbatore Mandi,Tomato,Premium,1546.00,1794.00,1632.00,2024,9,September,Kharif,248.00,0.35,Normal,2353.777929,-721.78
7/2/2025,Rajasthan,Jaipur,Jaipur Mandi,Rice,Unknown,3616.00,3968.00,3856.00,2025,7,July,Kharif,352.00,0.68,High,3493.108757,362.89
11/10/2019,Rajasthan,Jaipur,Jaipur Mandi,Wheat,Premium,1923.00,2053.00,2021.00,2019,11,November,Rabi,130.00,0.75,Normal,2364.839335,-343.84
6/7/2022,Punjab,Ludhiana,Ludhiana Market,Cotton,Unknown,6995.00,7115.00,7030.00,2022,6,June,Kharif,120.00,0.29,High,5789.811921,1240.19
6/28/2024,Maharashtra,Pune,APMC Pune,Wheat,Unknown,2721.00,3073.00,2752.00,2024,6,June,Kharif,352.00,0.09,Normal,2364.839335,387.16
1/2/2021,Tamil Nadu,Coimbatore,Coimbatore Mandi,Wheat,Unknown,2372.00,2613.00,2493.00,2021,1,January,Rabi,241.00,0.5,Normal,2364.839335,128.16
3/1/2019,Karnataka,Mysuru,Mysuru Yard,Soyabean,Unknown,4707.00,4863.00,4795.00,2019,3,March,Summer,156.00,0.56,High,4476.642473,318.36
7/1/2021,Uttar Pradesh,Lucknow,Lucknow Mandi,Tomato,Unknown,1549.00,1972.00,1761.00,2021,7,July,Kharif,423.00,0.5,Normal,2353.777929,-592.78
4/2/2023,Rajasthan,Jaipur,Jaipur Mandi,Onion,Hybrid,2983.00,3099.00,3064.00,2023,4,April,Summer,116.00,0.7,Normal,2967.977922,96.02
12/16/2020,Bihar,Patna,Patna Bazaar,Onion,Grade A,956.00,1339.00,1212.00,2020,12,December,Rabi,383.00,0.67,Normal,2967.977922,-1755.98
1/15/2019,West Bengal,Kolkata,Kolkata Market,Maize,Grade A,2255.00,2701.00,2478.00,2019,1,January,Rabi,446.00,0.5,Normal,1970.373775,507.63
1/5/2023,Tamil Nadu,Coimbatore,Coimbatore Mandi,Potato,Hybrid,984.00,1538.00,1357.00,2023,1,January,Rabi,554.00,0.67,Normal,1290.850866,66.15
7/8/2023,Karnataka,Mysuru,Mysuru Yard,Cotton,Grade A,4844.00,5140.00,4992.00,2023,7,July,Kharif,296.00,0.5,High,5789.811921,-797.81
6/6/2023,West Bengal,Kolkata,Kolkata Market,Soyabean,Hybrid,3575.00,4044.00,3810.00,2023,6,June,Kharif,469.00,0.5,High,4476.642473,-666.64
11/7/2024,West Bengal,Kolkata,Kolkata Market,Soyabean,Grade A,4071.00,4898.00,4485.00,2024,11,November,Rabi,827.00,0.5,High,4476.642473,8.36
10/10/2024,Karnataka,Mysuru,Mysuru Yard,Tomato,Grade A,2925.00,3148.00,3145.00,2024,10,October,Rabi,223.00,0.99,Normal,2353.777929,791.22
9/4/2022,Tamil Nadu,Coimbatore,Coimbatore Mandi,Rice,Premium,2733.00,3321.00,3154.00,2022,9,September,Kharif,588.00,0.72,Normal,3493.108757,-339.11
10/6/2020,Tamil Nadu,Coimbatore,Coimbatore Mandi,Potato,Local,1460.00,1794.00,1482.00,2020,10,October,Rabi,334.00,0.07,Normal,1290.850866,191.15
9/2/2024,Bihar,Patna,Patna Bazaar,Maize,Grade A,2181.00,2348.00,2284.00,2024,9,September,Kharif,167.00,0.62,Normal,1970.373775,313.63
5/6/2023,Tamil Nadu,Coimbatore,Coimbatore Mandi,Soyabean,Faq,3859.00,4433.00,4146.00,2023,5,May,Summer,574.00,0.5,High,4476.642473,-330.64
6/10/2018,West Bengal,Kolkata,Kolkata Market,Tomato,Hybrid,1869.00,2735.00,2429.00,2018,6,June,Kharif,866.00,0.65,Normal,2353.777929,75.22
3/25/2023,Tamil Nadu,Coimbatore,Coimbatore Mandi,Cotton,Hybrid,5982.00,6749.00,6366.00,2023,3,March,Summer,767.00,0.5,High,5789.811921,576.19
